"BenSampID","StationID","CollDate","StreamName","Basin","Subecoregion","CollMeth","Location","Sample Season","RepNum","FamTotTaxa","FamEPTTax","%Ephem","%PT - Hydropsychidae","Fam%Scrap","%Chiro","Fam%2Dom","FamHBI","%Ephem Score","%PT-H Score","%Chironomidae Score","Fam Richness Score","Fam EPT Score","Fam %Scraper Score","Fam %2Dom Score","Fam %MFBI Score","Fam SCI","Season","Year","Target_Count","method","limit","EcoregionCode","TotTaxa","HBI","EPTTax","%5Dom","%ClngP-HS","Richness Score","RichnessFinal","HBIScore","HBIFinal","EPT Score","EPTFinal","EPHEM","PT-H","Pct5DOM","PctClng-HS","CPMI63+CHOWAN","%Scrap","%Intoler","PctScrap","PctIntol","CPMI65-CHOWAN","ID","IRYear","CollectorID","Region","EcoRegion","County","AssessmentMethod","Reviewer","SeasonalDifferences","SummaryAssessment","FactorsWatershed","RecentChange","FinalAssessmentRating"
"CAS9996R110","4ACAS008.11",2017-06-05,"Cascade Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Cascade Ck @ W Maple Dr Rte 700","Spring 2017",1,15,6,20,24.5,8.18,30,53.64,4.14,32.63,68.95,70,68.18,54.55,15.86,67,86.23,57.92,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CAS10655R110","4ACAS008.11",2017-11-08,"Cascade Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Cascade Ck @ W Maple Dr Rte 700","Fall 2017",1,16,10,19.09,17.3,23.64,41.82,58.18,4.9,31.14,48.52,58.18,72.73,90.91,45.81,60.43,75,60.34,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEB9997R110","4ACEB000.59",2017-06-05,"East Branch Cascade Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","E Br Cascade Ck @ Rte 857","Spring 2017",1,16,8,22.73,12.7,10,30.91,45.45,4.68,37.08,35.75,69.09,72.73,72.73,19.38,78.82,78.21,57.97,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CEB10656R110","4ACEB000.59",2017-11-08,"East Branch Cascade Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","E Br Cascade Ck @ Rte 857","Fall 2017",1,17,6,22.73,24.5,26.36,23.64,46.36,4.67,37.08,68.95,76.36,77.27,54.55,51.09,77.51,78.34,65.14,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CNT10031R110","4ACNT022.93",2017-03-22,"Big Chestnut Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Rufus Rd.","Spring 2017",1,13,6,33.64,4.5,11.82,39.09,62.73,5.07,54.87,12.77,60.91,59.09,54.55,22.9,53.86,72.46,48.93,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CNT10707R110","4ACNT022.93",2017-10-03,"Big Chestnut Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Rufus Rd.","Fall 2017",1,17,9,23.64,25.5,13.64,26.36,39.09,4.25,38.56,71.5,73.64,77.27,81.82,26.43,88.02,84.63,67.73,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CNT11296R110","4ACNT022.93",2018-10-22,"Big Chestnut Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Rufus Rd.","Fall 2018",1,16,8,29.09,4.5,26.36,12.73,41.82,4.87,47.46,12.77,87.27,72.73,72.73,51.09,84.08,75.4,62.94,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FNG8893R110","4AFNG003.54",2016-03-23,"Falling Creek","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Rt. 707 Bridge","Spring 2016",1,12,6,9.09,8.2,5.45,60.91,77.27,5.4,14.83,22.98,39.09,54.55,54.55,10.57,32.84,67.65,37.13,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FSF10849R110","4AFSF013.8",2018-05-10,"S Fork Falling River","Roanoke","Northern Inner Piedmont (45e)","Riffle","S F Falling R S of Rt 656/737 intersect","Spring 2018",1,18,9,24.55,7.3,12.73,50.91,58.18,4.83,40.04,20.43,49.09,81.82,81.82,24.67,60.43,76.07,54.3,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"FSF11319R110","4AFSF013.8",2018-10-23,"S Fork Falling River","Roanoke","Northern Inner Piedmont (45e)","Riffle","S F Falling R S of Rt 656/737 intersect","Fall 2018",1,18,8,49.09,5.5,43.64,9.09,53.64,4.43,80.08,15.32,90.91,81.82,72.73,84.57,67,81.95,71.8,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GIL10684R110","4AGIL010.54",2017-10-03,"Gills Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Lost Mtn. Rd.","Fall 2017",1,13,8,19.09,21.8,15.45,6.36,62.73,4.56,31.14,61.29,93.64,59.09,72.73,29.95,53.86,80.07,60.22,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSE9355R110","4AGSE021.57",2016-05-16,"Goose Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Downstream of Rt. 24","Spring 2016",1,16,10,43.64,5.5,13.64,13.64,32.73,4.16,71.18,15.32,86.36,72.73,90.91,26.43,97.21,85.94,68.26,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"GSE9410R110","4AGSE021.57",2016-09-06,"Goose Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Downstream of Rt. 24","Fall 2016",1,16,9,42.73,5.5,23.64,1.82,51.82,4.44,69.7,15.32,98.18,72.73,81.82,45.81,69.63,81.82,66.88,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKN11013R110","4AJKN003.18",2018-05-01,"Jonnikin Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstream Rt. 40","Spring 2018",1,16,8,5.45,21.8,10,58.18,64.55,5.01,8.9,61.29,41.82,72.73,72.73,19.38,51.23,73.38,50.18,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JKN11633R110","4AJKN003.18",2018-09-04,"Jonnikin Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstream Rt. 40","Fall 2018",1,19,6,7.27,24.5,18.18,40,55.45,4.58,11.86,68.95,60,86.36,54.55,35.24,64.37,79.68,57.63,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LLE11301R110","4ALLE005.22",2018-06-05,"Little Creek","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Below Rt. 697 Br.","Spring 2018",1,13,8,26.36,8.2,5.45,34.55,54.55,4.89,43.01,22.98,65.45,59.09,72.73,10.57,65.69,75.13,51.83,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVL10030R110","4ALVL003.26",2017-04-10,"Lynville Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Eaton Road","Spring 2017",1,12,8,79.09,6.4,8.18,5.45,72.73,4.06,100,17.88,94.55,54.55,72.73,15.86,39.41,87.42,60.3,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVL11299R110","4ALVL003.26",2018-06-12,"Lynville Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Eaton Road","Spring 2018",1,13,6,27.27,1.8,4.55,46.36,69.09,5.24,44.49,5.11,53.64,59.09,54.55,8.81,44.67,70.05,42.55,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEE11692R110","4AMEE004.90",2018-06-06,"Maggodee Creek","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Rt. 697 Bridge","Spring 2018",1,13,5,10,0,4.55,60,73.64,5.64,16.31,0,40,59.09,45.45,8.81,38.1,64.17,33.99,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MEE11705R110","4AMEE004.90",2018-10-23,"Maggodee Creek","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Rt. 697 Bridge","Fall 2018",1,14,8,10,30.9,18.18,14.55,45.45,4.01,16.31,86.82,85.45,63.64,72.73,35.24,78.82,88.1,65.89,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB10787R110","4ARAB006.49",2018-05-03,"Reeds Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Reeds Creek @ Rte 642","Spring 2018",1,21,11,25.45,14.5,32.73,20.91,40,4.17,41.52,40.86,79.09,95.45,100,63.42,86.71,85.7,74.09,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11603R110","4ARAB006.49",2018-10-24,"Reeds Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Reeds Creek @ Rte 642","Fall 2018",1,17,8,35.45,3.6,62.73,5.45,62.73,4.39,57.84,10.21,94.55,77.27,72.73,100,53.86,82.49,68.62,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11604R110","4ARAB006.49",2018-10-24,"Reeds Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Reeds Creek @ Rte 642","Fall 2018",2,14,7,25.45,2.7,61.82,10.91,60.91,4.53,41.52,7.66,89.09,63.64,63.64,100,56.49,80.48,62.82,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RBC8840R110","4ARBC005.93",2016-04-07,"Rennett Bag Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Rennett Bag Rd (Rt. 793)","Spring 2016",1,18,11,62.73,10,30,10,50.91,4.05,100,28.09,90,81.82,100,58.14,70.94,87.57,77.07,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RBC9412R110","4ARBC005.93",2016-10-13,"Rennett Bag Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Rennett Bag Rd (Rt. 793)","Fall 2016",1,18,11,25.45,16.4,27.27,3.64,52.73,4.39,41.52,45.97,96.36,81.82,100,52.85,68.31,82.49,71.17,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RBC9413R110","4ARBC005.93",2016-10-13,"Rennett Bag Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Rennett Bag Rd (Rt. 793)","Fall 2016",2,17,9,34.55,1.8,38.18,7.27,63.64,4.82,56.35,5.11,92.73,77.27,81.82,74,52.55,76.2,64.5,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROT10800R110","4AROT000.81",2018-04-23,"Root Mill Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Briar Ridge Rd.","Spring 2018",1,18,10,35.45,10.9,24.55,28.18,44.55,4.46,57.84,30.64,71.82,81.82,90.91,47.57,80.14,81.5,67.78,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ROT11630R110","4AROT000.81",2018-09-04,"Root Mill Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Briar Ridge Rd.","Fall 2018",1,13,7,27.27,4.5,54.55,4.55,60,3.85,44.49,12.77,95.45,59.09,63.64,100,57.8,90.37,65.45,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOT9004R110","4ASOT002.90",2016-04-07,"Shooting Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstr of Rt. 40","Spring 2016",1,17,11,56.36,21.8,20,8.18,53.64,3.91,91.95,61.29,91.82,77.27,100,38.76,67,89.57,77.21,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOT9114R110","4ASOT002.90",2016-04-07,"Shooting Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstr of Rt. 40","Spring 2016",2,12,7,58.18,15.5,22.73,16.36,47.27,4.19,94.91,43.41,83.64,54.55,63.64,44.05,76.2,85.4,68.22,"Spring",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SOT9428R110","4ASOT002.90",2016-10-19,"Shooting Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstr of Rt. 40","Fall 2016",1,18,13,35.45,23.6,31.82,2.73,36.36,3.76,57.84,66.39,97.27,81.82,100,61.66,91.96,91.71,81.08,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRE10086R110","4ASRE038.57",2017-04-17,"Smith River","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Rt. 57 in Bassett","Spring 2017",1,14,6,22.73,1.8,4.55,43.64,62.73,5.45,37.08,5.11,56.36,63.64,54.55,8.81,53.86,66.84,43.28,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRE10513R110","4ASRE038.57",2017-08-28,"Smith River","Roanoke","Northern Inner Piedmont (45e)","Riffle","Off Rt. 57 in Bassett","Fall 2017",1,11,7,29.09,5.5,13.64,10.91,61.82,5.08,47.46,15.32,89.09,50,63.64,26.43,55.18,72.33,52.43,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRW9960R110","4ASRW004.87",2017-04-12,"Strawberry Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Strawberry Ck S of Rte 612","Spring 2017",1,17,12,62.73,14.5,11.82,5.45,56.36,4.01,100,40.86,94.55,77.27,100,22.9,63.06,88.1,73.34,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"SRW10657R110","4ASRW004.87",2017-11-13,"Strawberry Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Strawberry Ck S of Rte 612","Fall 2017",1,15,11,31.82,20,29.09,19.09,35.45,4.29,51.91,56.18,80.91,68.18,100,56.38,93.27,83.96,73.85,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TEL11294R110","4ATEL001.02",2018-06-05,"Teels Creek","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Rt. 697 Bridge","Spring 2018",1,14,9,22.73,5.5,14.55,26.36,52.73,5.05,37.08,15.32,73.64,63.64,81.82,28.19,68.31,72.73,55.09,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XUO10667R110","4AXUO000.49",2017-05-18,"UT to Merriman Run","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Below Rt. 835","Spring 2017",1,17,10,13.64,39.1,15.45,22.73,48.18,3.51,22.25,100,77.27,77.27,90.91,29.95,74.88,95.45,71,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XUO10713R110","4AXUO000.49",2017-10-26,"UT to Merriman Run","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Below Rt. 835","Fall 2017",1,22,11,21.82,26.4,27.27,8.18,23.64,3.72,35.59,74.06,91.82,100,100,52.85,100,92.42,80.84,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XUO11292R110","4AXUO000.49",2018-05-08,"UT to Merriman Run","Roanoke River","Northern Inner Piedmont (45e)","Riffle","Below Rt. 835","Spring 2018",1,18,8,21.82,6.4,17.27,40,58.18,4.98,35.59,17.88,60,81.82,72.73,33.47,60.43,73.8,54.47,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XWD11314R110","4AXWD000.65",2018-05-07,"UT to Turkeycock Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstream of Rt. 817","Spring 2018",1,22,14,26.36,37.3,15.45,16.36,26.36,3.56,43.01,100,83.64,100,100,29.95,100,94.74,81.42,"Spring",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"XWD11315R110","4AXWD000.65",2018-10-10,"UT to Turkeycock Creek","Roanoke","Northern Inner Piedmont (45e)","Riffle","Upstream of Rt. 817","Fall 2018",1,21,12,14.55,11.8,21.82,5.45,43.64,4.52,23.73,33.2,94.55,95.45,100,42.28,81.45,80.61,68.91,"Fall",2018,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLT9918R110","8-PLT002.82",2017-04-05,"Plentiful Creek","York River","Northern Inner Piedmont (45e)","Riffle","Rt. 653","Spring 2017",1,13,8,32.73,28.2,21.82,28.18,49.09,4.31,53.39,79.16,71.82,59.09,72.73,42.28,73.57,83.69,66.97,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PLT10490R110","8-PLT002.82",2017-09-20,"Plentiful Creek","York River","Northern Inner Piedmont (45e)","Riffle","Rt. 653","Fall 2017",1,11,5,23.64,38.2,22.73,23.64,60.91,4.23,38.56,100,76.36,50,45.45,44.05,56.49,84.89,61.98,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LVL10692R110","4ALVL003.26",2017-10-03,"Lynville Creek","Roanoke","Northern Inner Piedmont (45e)",NA,"Off Eaton Road","Fall 2017",1,8,5,13.64,17.3,11.82,11.82,65.45,5.01,22.25,48.52,88.18,36.36,45.45,22.9,49.92,73.4,48.37,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"BRY9132R110","1BBRY001.78",2016-10-04,"Briery Branch","Potomac-Shenandoah River","Northern Limestone/Dolomite Valleys (67a)","Riffle","~1/4 mile downstream Rt. 612","Fall 2016",1,15,8,1.82,20.9,6.36,11.82,64.55,4.68,2.97,58.73,88.18,68.18,72.73,12.33,51.23,78.21,54.07,"Fall",2016,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ehc9747R110","1BEHC001.18",2017-06-14,"East Hawksbill Creek","Potomac-Shenandoah River","Northern Limestone/Dolomite Valleys (67a)","Riffle","Rt. 642 bridge","Spring 2017",1,15,7,20,1.8,10.91,20.91,61.82,5.33,32.63,5.11,79.09,68.18,63.64,21.14,55.18,68.72,49.21,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ehc10286R110","1BEHC001.18",2017-10-24,"East Hawksbill Creek","Potomac-Shenandoah River","Northern Limestone/Dolomite Valleys (67a)","Riffle","Rt. 642 bridge","Fall 2017",1,11,6,9.09,5.5,26.36,2.73,80,5.15,14.83,15.32,97.27,50,54.55,51.09,28.9,71.39,47.92,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hpy9730R110","1BHPY002.67",2017-05-16,"Happy Creek","Potomac-Shenandoah River","Northern Limestone/Dolomite Valleys (67a)","Riffle","upstream Rt. 55","Spring 2017",1,16,9,50.91,7.3,15.45,21.82,51.82,4.38,83.05,20.43,78.18,72.73,81.82,29.95,69.63,82.62,64.8,"Spring",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"hpy10288R110","1BHPY002.67",2017-10-24,"Happy Creek","Potomac-Shenandoah River","Northern Limestone/Dolomite Valleys (67a)","Riffle","upstream Rt. 55","Fall 2017",1,13,7,20,33.6,20,0.91,61.82,4.28,32.63,94.48,99.09,59.09,63.64,38.76,55.18,84.09,65.87,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"JEN10514R110","1BJEN000.30",2017-10-27,"Jennings Branch","Potomac-Shenandoah R","Northern Limestone/Dolomite Valleys (67a)","Riffle","~30m u.s. Hangars Mill Rd. bridge","Fall 2017",1,19,10,40,3.6,12.73,11.82,40.91,4.76,65.25,10.21,88.18,86.36,90.91,24.67,85.39,77.01,66,"Fall",2017,110,"VSCI",60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
